tweet_id_customer,text_customer,tweet_id_uber,text_uber,intent,reference_reply_independent,reference_reviewed
611421.0,"shoutout to @115873 for implementing a new rating system that really benefits us drivers 👌🏻
literally yesterday i gave feedback on my app that i’d like clearer reasons for low ratings. i’ve got ONE one star trip and i have zero idea why 😭",611420.0,@265377 We're here to help! Send us a DM with your email address so we can connect.,DRIVER_PROBLEM,@265377 We're here to help! Send us a DM with your email address so we can connect.,YES
2512901.0,Drivers have been cancelling my trips over the past two days and you are charging me cancellation fees @115873. Get a helpline !,2512898.0,@716162 Here to help. Send us a note at https://t.co/h840Iouehc so our team can connect.,CANCELLATION_FEE,@716162 Here to help. Send us a note at https://t.co/h840Iouehc so our team can connect.,YES
175023.0,@Uber_Support Your issue submission form requires a photo even though it says it isn't necessary. I have supplied a suitable image. https://t.co/kuIIdBAp8e,175025.0,@157070 We can definitely take a look! Send us a DM with your email address and details so we can follow up.,UBER_EATS_ORDER,@157070 We can definitely take a look! Send us a DM with your email address and details so we can follow up.,YES
903074.0,"@115873 @116288 @Uber_Support 
What the hell is this? 3223 for Pool? From HiTech City to Uppal
#HyderabadRains @38949 https://t.co/8XpjW4OcOV",903069.0,"@334381 Hi there, Arudra. It seems that fares are higher due to increased demand. When demand evens out prices will return to normal.",FARE_CHARGED_WRONG,"@334381 Hi there, Arudra. It seems that fares are higher due to increased demand. When demand evens out prices will return to normal.",YES
1058975.0,"@115873 needs to chill with these fares are increased due to high demand, my destination 13 mins away and they are charging basically 2 dollars a minute 😑😑😑😑",1058974.0,@370020 Sorry to hear that! Send us a note here: https://t.co/e8HVorX5rh so we can connect.,FARE_CHARGED_WRONG,@370020 Sorry to hear that! Send us a note here: https://t.co/e8HVorX5rh so we can connect.,YES
1608114.0,"@Uber_Support I travelled from Mumbai airport to Anushakti nagar on 2nd oct with Your Uber at 857 am:
MH47N5118.
Driver ph #
+918793778348;
It was a cash trip and he collected 100 rs more than the trip fare of 390. He stated that as parking fee. The receipt is for 390..Is it ok?",1608113.0,@493851 Find out more info about toll and parking fee charges here: https://t.co/ijTJHFJJTx,FARE_CHARGED_WRONG,@493851 Find out more info about toll and parking fee charges here: https://t.co/ijTJHFJJTx,YES
1905812.0,"@115873 charged £5 when I didn’t cancel, my driver didn’t show up and then the trip disappeared, whaaat?!",1905811.0,"@567889 Hi, Steph! Here to help. Kindly send us a note at; https://t.co/h840Iouehc so our team can assist.",CANCELLATION_FEE,"@567889 Hi, Steph! Here to help. Kindly send us a note at; https://t.co/h840Iouehc so our team can assist.",YES
2052294.0,@Uber_Support I accidentally started a trip without picking up the rider. Therefore they were charged. Can you help,2052293.0,"@395870 We will be glad to help, Ali! Please connect with us here; https://t.co/eQewxTFp9G so we can further assist you in sorting this out.",FARE_CHARGED_WRONG,"@395870 We will be glad to help, Ali! Please connect with us here; https://t.co/eQewxTFp9G so we can further assist you in sorting this out.",YES
1536357.0,@115873 from shoreditch to Holloway - wtf is this https://t.co/IbCBSXaWiy,1536355.0,@476363 Sorry for the trouble! Can you send us a DM with your email address + more details?,FARE_CHARGED_WRONG,@476363 Sorry for the trouble! Can you send us a DM with your email address + more details?,YES
656391.0,"@115873 resolved my issues this morning. However, JUST LOOKED AT MY BANK ACCOUNT AND THE $250 is OUT OF MY ACCOUNT AGAIN. WTF. DONT USE UBER",656392.0,@276171 We're sorry to hear this was your experience. Please send us a DM (Direct Message) with your email address with details so we can follow up.,FARE_CHARGED_WRONG,@276171 We're sorry to hear this was your experience. Please send us a DM (Direct Message) with your email address with details so we can follow up.,YES
379196.0,"@Uber_Support ""heading in the same direction"" I don't think y'all know what that means... https://t.co/EpDAT6G6Jl",379195.0,@186138 Send us a note at https://t.co/balq3Eyso6 and a member of our team will follow up soon.,DRIVER_PROBLEM,@186138 Send us a note at https://t.co/balq3Eyso6 and a member of our team will follow up soon.,YES
283705.0,"@115873 needs to hire drivers that know how to drive in the city, I’m so upset",283704.0,@183575 Sorry to hear about that! Can you please contact us via https://t.co/fS660rQ8NQ so our team can connect.,DRIVER_PROBLEM,@183575 Sorry to hear about that! Can you please contact us via https://t.co/fS660rQ8NQ so our team can connect.,YES
1662504.0,@115873 used to have such helpful customer service. Looks like that has taken a turn for the worst like the rest of uber. @Uber_Support,1662503.0,@506954 We're here to help - please DM us with more details of your inquiry so we can assist you further.,SUPPORT_CONTACT,@506954 We're here to help - please DM us with more details of your inquiry so we can assist you further.,YES
1944107.0,"@115873 my account was hacked, couldn’t send a report via email, my account was disabled. 8.5 hours, no customer support help. 😥",1944105.0,"@577960 We absolutely want to investigate the issue with your account, Teresa! A member of our team will be in touch via DM momentarily to help.",ACCOUNT_HACKED,"@577960 We absolutely want to investigate the issue with your account, Teresa! A member of our team will be in touch via DM momentarily to help.",YES
2663834.0,@Uber_Support please update my driver profile insurance info. https://t.co/1EBIzwbkII,2663832.0,@750639 Here to help! Contact us via https://t.co/tv4psVy8sr so we can connect.,DRIVER_PROBLEM,@750639 Here to help! Contact us via https://t.co/tv4psVy8sr so we can connect.,YES
294997.0,@Uber_Support __email__,294999.0,@186253 Thanks Christine. Look to delete this last tweet as it contains personal info. You can have a private convo here:  https://t.co/sd7yH5jmbJ,SUPPORT_CONTACT,@186253 Thanks Christine. Look to delete this last tweet as it contains personal info. You can have a private convo here:  https://t.co/sd7yH5jmbJ,YES
2730456.0,@Uber_Support What is your DM?,2730458.0,@765500 Apologies for the confusion! Let's connect via this link:  https://t.co/sd7yH5jmbJ,SUPPORT_CONTACT,@765500 Apologies for the confusion! Let's connect via this link:  https://t.co/sd7yH5jmbJ,YES
875243.0,Hi @115877 going for first time order with code on flyer which says valid through 31/12/17 but it says it’s expired 🤔 help?,875240.0,"@327804 We can look into this with you, Rebekah. Can you please send a note our way via https://t.co/I7jFRbJ5yY?",PROMO_DISCOUNT,"@327804 We can look into this with you, Rebekah. Can you please send a note our way via https://t.co/I7jFRbJ5yY?",YES
568866.0,"@Uber_Support Yeah, I already did that. I’m just waiting to hear back from someone...",568864.0,@253466 We can definitely take a look! Send us a DM with your email address so we can follow up.,SUPPORT_CONTACT,@253466 We can definitely take a look! Send us a DM with your email address so we can follow up.,YES
2217804.0,"My uber Driver is currently falling asleep at the wheel, thank you @115873 for always providing me with attentive, efficient drivers 😐",2217803.0,@647946 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,DRIVER_PROBLEM,@647946 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,YES
1545027.0,"@115873 i randomly got a text saying ""enter uber code #### to continue"" but i havent used uber in months so what is this about",1545028.0,@478530 We're here to help! Please send us a note via https://t.co/J1AzB6DDDr so we can connect.,ACCOUNT_HACKED,@478530 We're here to help! Please send us a note via https://t.co/J1AzB6DDDr so we can connect.,YES
872782.0,"Be warned, if you take an @115873 in Argentina, and your trip is AR$ 100, you will be charged U$S 100, use cash or don't use it at all.",872781.0,"@327207 We're here to help! Send us a note here, https://t.co/1xM0TILvAI and our team will be in touch.",FARE_CHARGED_WRONG,"@327207 We're here to help! Send us a note here, https://t.co/1xM0TILvAI and our team will be in touch.",YES
1868165.0,@115873 I swear if you ever put me in a car with the last driver who literally put me in a gas station parking lot after we asked him to stop texting and driving I will never use your service again. Dude was dangerous. Scary stuff.,1868164.0,@558057 Here to help! Send us a DM with your email address so we can connect.,DRIVER_PROBLEM,@558057 Here to help! Send us a DM with your email address so we can connect.,YES
574666.0,"@115873 my driver called multiple times asking where I was going, so that he could see if picking me up was worth it or not...",574665.0,"@255177 We can definitely take a closer look! Contact us here; https://t.co/z8NNR56eyf , so we can help.",DRIVER_PROBLEM,"@255177 We can definitely take a closer look! Contact us here; https://t.co/z8NNR56eyf , so we can help.",YES
635848.0,@Uber_Support have the guts to say here why r u saying in its not showing in credit better convert it,635849.0,"@270777 Hey there, Resham. Your credit amount is displayed in the currency the credit was issued in and cannot be transferred from one currency into another. Please be sure to check out https://t.co/CSw3jYhCzc for more information.",FARE_CHARGED_WRONG,"@270777 Hey there, Resham. Your credit amount is displayed in the currency the credit was issued in and cannot be transferred from one currency into another. Please be sure to check out https://t.co/CSw3jYhCzc for more information.",YES
2477733.0,"@115873 guys I booked one ride, you booked 2 from your side. Now, one I took, second I cancelled, now my active ride is not on the map. And im charged cancellation?  Eh?",2477732.0,@708198 We can definitely follow up! Send us a note here; https://t.co/h840Iouehc so our team can connect.,CANCELLATION_FEE,@708198 We can definitely follow up! Send us a note here; https://t.co/h840Iouehc so our team can connect.,YES
304644.0,@115873 OK well I love your service until 14 yr old girls can get 20 miles away? Find her b4 i do. This is not cool Uber,304643.0,@129707 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,DRIVER_PROBLEM,@129707 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,YES
441678.0,"@115873 you've unfairly charged me £10 and now your auto-responded says that you cant help, because it is was longer then 30 days ago?",441677.0,@219743 So sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,FARE_CHARGED_WRONG,@219743 So sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,YES
1591141.0,@115873 Seriously I️ need a refund or something 🤨🤨,1591140.0,@489170 Here to help! Please reach out to https://t.co/QDn91HzZV0 and fill out the 4 boxes at the bottom so we can get in touch.,REFUND_REQUEST,@489170 Here to help! Please reach out to https://t.co/QDn91HzZV0 and fill out the 4 boxes at the bottom so we can get in touch.,YES
1131444.0,"@Uber_Support Can't request a ride. ""There was an error processing your request. If this continues visit help.uber"" please help",1131443.0,"@386640 We're here to help! Send us a note here, https://t.co/xMxswVLBKT and so our team will assist.",APP_PROBLEM,"@386640 We're here to help! Send us a note here, https://t.co/xMxswVLBKT and so our team will assist.",YES
2321459.0,@Uber_Support I have sent this to you,2321461.0,"@672726 Hi, Lauren. We see your DM and will follow up there shortly.",SUPPORT_CONTACT,"@672726 Hi, Lauren. We see your DM and will follow up there shortly.",YES
19723.0,@Uber_Support I am traveling overseas and had to get a new phone.....now cannot open the app because it keeps sending a verification code to my US phone what is not roaming.....am in Australia presently --but cannot use uber,235527.0,@172092 Happy to help. Please send us a note at https://t.co/7noMs7ap6M for further assistance.,LOGIN_ACCOUNT_ACCESS,@172092 Happy to help. Please send us a note at https://t.co/7noMs7ap6M for further assistance.,YES
1823415.0,"@Uber_Support You must have not understood the ""can't find anywhere on the app"" part don't you think I've been doing that for the last hour? Clunky",1823417.0,@547374 Sorry to hear about the troubles. Please send us a note at https://t.co/balq3Eyso6 so we can connect.,SUPPORT_CONTACT,@547374 Sorry to hear about the troubles. Please send us a note at https://t.co/balq3Eyso6 so we can connect.,YES
1605689.0,"Someone stole my credit card number and spent over $70 worth of ubereats last night on it. I hope they enjoyed their food. 
#thegreglife",1605688.0,@492547 Here to help! Send us a note via https://t.co/dInR3racif and we'll be in touch.,ACCOUNT_HACKED,@492547 Here to help! Send us a note via https://t.co/dInR3racif and we'll be in touch.,YES
1858933.0,Tell me how Uber changed my fare and charged me $15.23 cause I asked my driver to drive half a mile to the next stop light tf @Uber_Support,1858932.0,@555823 Here to help! Please send us a note via  https://t.co/1xM0TILvAI so our team can connect.,FARE_CHARGED_WRONG,@555823 Here to help! Please send us a note via  https://t.co/1xM0TILvAI so our team can connect.,YES
2618464.0,"@Uber_Support Hey Uber, I ordered food and the order was entirely wrong. I paid $30 and was only refunded $1.50 and I can't find out how to re-open that support request.",2618463.0,@739979 We can definitely take a closer look! Please send us a DM with your email address so we can follow up.,UBER_EATS_ORDER,@739979 We can definitely take a closer look! Please send us a DM with your email address so we can follow up.,YES
2264128.0,@115873 last night the driver stole my friend's phone and venmoed himself $300 from her account to his and you call that innocent?disturbing,2264127.0,@659084 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,ACCOUNT_HACKED,@659084 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,YES
2422857.0,@Uber_Support  why didn't I get them https://t.co/c64dX0Blvy,2422856.0,"@695859 We've been overwhelmed by demand, Daisy! Supply is limited, but please keep trying.",PROMO_DISCOUNT,"@695859 We've been overwhelmed by demand, Daisy! Supply is limited, but please keep trying.",YES
1427745.0,"@Uber_Support Hi, so far no one contacted me for this issue..just few replies again the standard ones, I hope a quick resolution on this. Please escalate.",1427743.0,"@451657 We definitely understand the sense of urgency here, Joby. We appreciate your continued patience with us as we move forward. Have an amazing rest of your day!",SUPPORT_CONTACT,"@451657 We definitely understand the sense of urgency here, Joby. We appreciate your continued patience with us as we move forward. Have an amazing rest of your day!",YES
2080063.0,@115877 @137317 yo wtf where my dip and straws man 30 mins late and aint even give me my sweet n sour or some shit to drink my fanta,2080062.0,@615174 Sorry to hear about the trouble. Send us a note at the following link and a member of our team will follow up -  https://t.co/FaWXzHR1Q6,UBER_EATS_ORDER,@615174 Sorry to hear about the trouble. Send us a note at the following link and a member of our team will follow up -  https://t.co/FaWXzHR1Q6,YES
2805250.0,@Uber_Support also why do I KEEP getting charged waiting charges when I'm always ready as soon as the driver pulls up?,2805249.0,@175283 Here to help. Send us a note at https://t.co/WJq5jsvmcN so our team can connect.,FARE_CHARGED_WRONG,@175283 Here to help. Send us a note at https://t.co/WJq5jsvmcN so our team can connect.,YES
2711964.0,@Uber_Support hey guys signed up for uber eats over a month ago still heard nothing back could you assisst me thank you https://t.co/yYXAVDEe1w,2711963.0,@761406 We've responded to your DM.,UBER_EATS_ORDER,@761406 We've responded to your DM.,YES
1165796.0,@115873 @Uber_Support Here is the latest example of how you screw the drivers on fares.please explain why I make &lt;50% fare and Uber makes more https://t.co/R5dlAkKcKN,1165793.0,"@394212 Hi, Michael! Please visit; https://t.co/kzYsGKAsU8 for more info. Please let us know if you have any other questions or concerns.",FARE_CHARGED_WRONG,"@394212 Hi, Michael! Please visit; https://t.co/kzYsGKAsU8 for more info. Please let us know if you have any other questions or concerns.",YES
2022479.0,@Uber_Support @115873 @119983 #uberhack what is the implication of the hack ! Need explanation please,2022478.0,@598156 Here to help! Please visit for more info; https://t.co/2Jlz0iuSz7,ACCOUNT_HACKED,@598156 Here to help! Please visit for more info; https://t.co/2Jlz0iuSz7,YES
2272535.0,@7532 @Uber_Support https://t.co/O7w7SNA9LO,2272534.0,@226089 Please send us a DM with the email on your account and more information regarding the issue you had with this driver.  Thanks!,SUPPORT_CONTACT,@226089 Please send us a DM with the email on your account and more information regarding the issue you had with this driver.  Thanks!,YES
1194746.0,@115877 haven’t been able to order McDonalds for the last few days - system outage or an issue with the individual store?,1194745.0,@400746 We're here to help! Send us a DM with your email address so we can connect.,UBER_EATS_ORDER,@400746 We're here to help! Send us a DM with your email address so we can connect.,YES
2071289.0,"@Uber_Support Hello, I cannot sign in to my account. I forgot my password. My phone number is +919494884987",2071288.0,@612561 We are happy to help. Just click on forgot password and then it should let you reset it. You can also try to log in on a desk top to reset.,LOGIN_ACCOUNT_ACCESS,@612561 We are happy to help. Just click on forgot password and then it should let you reset it. You can also try to log in on a desk top to reset.,YES
743099.0,@Uber_Support can you get me the link cause i can’t log in correctly ?,743098.0,"@297676 Here to help, Rodrigo! Please connect with us here; https://t.co/BDlHSjUF9c so we can take a look.",LOGIN_ACCOUNT_ACCESS,"@297676 Here to help, Rodrigo! Please connect with us here; https://t.co/BDlHSjUF9c so we can take a look.",YES
1378777.0,"@Uber_Support Dear Uber support. Your driver cancelled last trip, now app asking for cancellation charges. Kindly see to it",1378776.0,@440983 Here to help! Please send us a note at https://t.co/h840Iouehc and we'll be happy to look into this for you.,CANCELLATION_FEE,@440983 Here to help! Please send us a note at https://t.co/h840Iouehc and we'll be happy to look into this for you.,YES
1299596.0,@423746 @115877 I’ve never had a problem before! I was hangry when I ordered so it just sucks that he probably didn’t read my apt # and left it somewhere😒,1299595.0,@423745 We're sorry to hear about this.. We'd like to follow up on this. Send us a DM with your email address/phone number and we'll review.,UBER_EATS_ORDER,@423745 We're sorry to hear about this.. We'd like to follow up on this. Send us a DM with your email address/phone number and we'll review.,YES
375311.0,@115873 I had to cancel a ride bc they drove away after we saw him. plz give me my money back 0/10 experience. whats ur customer service email,375310.0,@205003 We're so sorry for the trouble. Send us a note via https://t.co/e8HVoseGiP so we can assist.,REFUND_REQUEST,@205003 We're so sorry for the trouble. Send us a note via https://t.co/e8HVoseGiP so we can assist.,YES
929907.0,@Uber_Support you said you lifted the hold on my card but I'm still not able to use it. Why?,929906.0,"@340629 Happy to look further into this, Ja'Nell! Please reach out to us here: https://t.co/OhfgxSAY58 so we can follow up.",FARE_CHARGED_WRONG,"@340629 Happy to look further into this, Ja'Nell! Please reach out to us here: https://t.co/OhfgxSAY58 so we can follow up.",YES
2533964.0,@Uber_Support Ride was disgusting and driver doesn't know how to talk to female passenger. #Ubershame,2533963.0,"@721046 We can definitely take a closer look! Contact us here; https://t.co/fS660rQ8NQ, so we can help.",DRIVER_PROBLEM,"@721046 We can definitely take a closer look! Contact us here; https://t.co/fS660rQ8NQ, so we can help.",YES
1655778.0,"@115873 Getting no help from Uber. Ended up paying more than double the trip fare due to your GPS issues. Distance traveled was 4km, showed 12",1655777.0,@505287 We're here to help! Send us a DM with your email address so we can assist.,FARE_CHARGED_WRONG,@505287 We're here to help! Send us a DM with your email address so we can assist.,YES
971346.0,@Uber_Support I ordered through ubereats and received completely burnt food. Restaurant said take it up with you. What number do I call??,971345.0,@350458 We've followed up via DM!,UBER_EATS_ORDER,@350458 We've followed up via DM!,YES
1948652.0,@Uber_Support Where am supposed to put the note? Its just an faq?,1948651.0,@578950 Sorry to hear about the inconvenience. Can you please send us a DM with your email address? From there we'll be able to assist further.,APP_PROBLEM,@578950 Sorry to hear about the inconvenience. Can you please send us a DM with your email address? From there we'll be able to assist further.,YES
1827427.0,"@73366 @Uber_Support 
@115873 @115873.com/lucknow..driver vishal denied pick up from lucknow airport",1827425.0,"@548459 Hey Lokesh, please reach out with the details at https://t.co/593jusCquh so we can connect.",DRIVER_PROBLEM,"@548459 Hey Lokesh, please reach out with the details at https://t.co/593jusCquh so we can connect.",YES
2975046.0,@115877 WHEN ARE YOU GOING TO START DELIVERING TO BOWIE STATE?!? DO YOU KNOW HOW MUCH MONEY YOU MISSING OUT ON ???,2975045.0,@820492 UberEats isn't available near Bowie State right now. But we're continuing to expand so check back soon! Stay tuned on UberEATS' availability here: https://t.co/P4mEOOIdr4,UBER_EATS_ORDER,@820492 UberEats isn't available near Bowie State right now. But we're continuing to expand so check back soon! Stay tuned on UberEATS' availability here: https://t.co/P4mEOOIdr4,YES
72047.0,@115873 my Uber driver just took the longest route possible to my house and drove us into traffic and I got charged double what I was supposed to pay. That’s not my fault i want my refund.,72046.0,@132170 Here to help! Send us a note here; https://t.co/DceIRNI6kV and our team will be able to help.,FARE_CHARGED_WRONG,@132170 Here to help! Send us a note here; https://t.co/DceIRNI6kV and our team will be able to help.,YES
997925.0,@Uber_Support I have sent my response multiple times but no response from your support team,997926.0,@356297 We've followed up via DM!,SUPPORT_CONTACT,@356297 We've followed up via DM!,YES
2414606.0,"@Uber_Support Mate, It ain’t even on my app anymore",2414608.0,@694053 We're so sorry you didn’t get your free Original Glazed Dozen box. Demand was through the roof and stocks ran out! Stay tuned for more fun promotions soon!,RIDE_PROBLEM,@694053 We're so sorry you didn’t get your free Original Glazed Dozen box. Demand was through the roof and stocks ran out! Stay tuned for more fun promotions soon!,YES
2888905.0,@Uber_Support I scheduled an Uber to the airport. A no show... Now I struggling to get my flight. Guess I can not depend on a scheduled Uber ride.#undependable,2888904.0,@801009 We're sorry to hear this was your experience. Kindly contact us via https://t.co/e8HVorX5rh and we'll be in touch.,RIDE_PROBLEM,@801009 We're sorry to hear this was your experience. Kindly contact us via https://t.co/e8HVorX5rh and we'll be in touch.,YES
2849978.0,@Uber_Support app keeps telling me my docs are updated and available for rides.  Get text everyday at 2pm.  App only show deliveries as an option.,2849977.0,@792487 Here to help! Send us a note via https://t.co/tv4psVy8sr and we'll be in touch.,APP_PROBLEM,@792487 Here to help! Send us a note via https://t.co/tv4psVy8sr and we'll be in touch.,YES
441175.0,"@119983 @115873 Since it was late night &amp;payment was through paytm i didnt notice, instead of closing trip at drop, he ended trip going back to airport",441174.0,"@219664 We apologize for the trouble! Send us a note here, https://t.co/WFtPA6RjWt, and our team will be in touch.",RIDE_PROBLEM,"@219664 We apologize for the trouble! Send us a note here, https://t.co/WFtPA6RjWt, and our team will be in touch.",YES
1316583.0,@Uber_Support I lost my 50% off promo after updating my Discover info :( Discover forced a CC update after the @6077 fiasco. Pls help!,1316582.0,@427544 We're here to help! Send us a DM with your email address and more details so we can follow up.,PROMO_DISCOUNT,@427544 We're here to help! Send us a DM with your email address and more details so we can follow up.,YES
1073460.0,@Uber_Support hey your app won’t let me use my first time promo for $15! I tried contacting through app and nobodies responded,1073459.0,@373295 We've been in touch via DM!,PROMO_DISCOUNT,@373295 We've been in touch via DM!,YES
2229717.0,@Uber_Support Already reported one more driver named ashok cancelled the booking. Am stranded outside office from last 30 mins,2229719.0,@650718 Appreciate you letting us know. A member of our team will be in touch with you via our in-app support soon. Your continued patience is greatly appreciated.,RIDE_PROBLEM,@650718 Appreciate you letting us know. A member of our team will be in touch with you via our in-app support soon. Your continued patience is greatly appreciated.,YES
2420347.0,#KrispyKreme @148768  what is happening... I want donuts @115877 https://t.co/HAA4353imn,2420346.0,@695267 We're so sorry you didn’t get your FREE Original Glazed Dozen box. Demand was through the roof and stocks ran out! Stay tuned for more fun promotions soon!,UBER_EATS_ORDER,@695267 We're so sorry you didn’t get your FREE Original Glazed Dozen box. Demand was through the roof and stocks ran out! Stay tuned for more fun promotions soon!,YES
67607.0,@Uber_Support I would like to delete my account. Can you please expedite this? Let me know your questions. Thanks!,67606.0,@131436 We're sorry for the trouble! We're currently reviewing your email and will follow up shortly.,LOGIN_ACCOUNT_ACCESS,@131436 We're sorry for the trouble! We're currently reviewing your email and will follow up shortly.,YES
1818568.0,@Uber_Support account hacked can't delete it or get in touch with you because the phone number doesn't match the one now on account,1818567.0,"@546244 Hey, Scott! We are sorry to hear about the trouble with your account. Please send us a DM with your account email and we will follow up.",ACCOUNT_HACKED,"@546244 Hey, Scott! We are sorry to hear about the trouble with your account. Please send us a DM with your account email and we will follow up.",YES
1073982.0,@Uber_Support that doesn’t answer my question. Can I use an iPad to order an Uber?,1073984.0,"@373404 Apologies for any confusion, Conor! Yes, you can use an iPad to request a trip. The app works best on smartphones, however.",RIDE_PROBLEM,"@373404 Apologies for any confusion, Conor! Yes, you can use an iPad to request a trip. The app works best on smartphones, however.",YES
2779449.0,HELLO I NEED TO BE AT WORK IN 57mins what is going on??? U said add a new card so I was going to do that. U fixed my account yesterday and now I can’t even get in my account again! HELLO!@Uber_Support @115873 @116276 i wish I wasn’t deaf and I could talk because nobody understands https://t.co/YOrDzXIqwm,2779447.0,"@271774 Hello, Sara. We've checked into your concern and show a member of our team sent you a message via in-app support. Just navigate to the 'Help' section in the app - from there you can respond with additional concerns.",LOGIN_ACCOUNT_ACCESS,"@271774 Hello, Sara. We've checked into your concern and show a member of our team sent you a message via in-app support. Just navigate to the 'Help' section in the app - from there you can respond with additional concerns.",YES
794038.0,@115873 I have an outstanding issue and I'm not receiving any help. How can I reach out to support outside of the app?,794036.0,@309330 Here to help! Please send us your email address with details so we can follow up.,SUPPORT_CONTACT,@309330 Here to help! Please send us your email address with details so we can follow up.,YES
